fips	state	year	president	vice	party	votes	votespc	ev	split
13	Georgia	1992	William Clinton	Albert Gore Jr.	Democratic	"1,008,966"	43.47%	13	0.0059
13	Georgia	1992	George Bush	J. Danforth Quayle	Republican	"995,252"	42.88%	0	-9.9999
15	Hawaii	1992	William Clinton	Albert Gore Jr.	Democratic	"179,310"	48.09%	4	0.1139
15	Hawaii	1992	George Bush	J. Danforth Quayle	Republican	"136,822"	36.70%	0	-9.9999
16	Idaho	1992	William Clinton	Albert Gore Jr.	Democratic	"137,013"	28.42%	0	-0.1361
16	Idaho	1992	George Bush	J. Danforth Quayle	Republican	"202,645"	42.03%	4	-9.9999
17	Illinois	1992	William Clinton	Albert Gore Jr.	Democratic	"2,453,350"	48.58%	22	0.1424
17	Illinois	1992	George Bush	J. Danforth Quayle	Republican	"1,734,096"	34.34%	0	-9.9999
18	Indiana	1992	William Clinton	Albert Gore Jr.	Democratic	"848,420"	36.79%	0	-0.0612
18	Indiana	1992	George Bush	J. Danforth Quayle	Republican	"989,375"	42.91%	12	-9.9999
19	Iowa	1992	William Clinton	Albert Gore Jr.	Democratic	"586,353"	43.29%	7	0.0602
19	Iowa	1992	George Bush	J. Danforth Quayle	Republican	"504,891"	37.27%	0	-9.9999
20	Kansas	1992	William Clinton	Albert Gore Jr.	Democratic	"390,434"	33.74%	0	-0.0514
20	Kansas	1992	George Bush	J. Danforth Quayle	Republican	"449,951"	38.88%	6	-9.9999
21	Kentucky	1992	William Clinton	Albert Gore Jr.	Democratic	"665,104"	44.55%	8	0.0321
21	Kentucky	1992	George Bush	J. Danforth Quayle	Republican	"617,178"	41.34%	0	-9.9999
22	Louisiana	1992	William Clinton	Albert Gore Jr.	Democratic	"815,971"	45.58%	9	0.0461
22	Louisiana	1992	George Bush	J. Danforth Quayle	Republican	"733,386"	40.97%	0	-9.9999
23	Maine	1992	William Clinton	Albert Gore Jr.	Democratic	"263,420"	38.77%	4	0.0838
23	Maine	1992	George Bush	J. Danforth Quayle	Republican	"206,504"	30.39%	0	-9.9999
24	Maryland	1992	William Clinton	Albert Gore Jr.	Democratic	"988,571"	49.80%	10	0.1418
24	Maryland	1992	George Bush	J. Danforth Quayle	Republican	"707,094"	35.62%	0	-9.9999
25	Massachusetts	1992	William Clinton	Albert Gore Jr.	Democratic	"1,318,662"	47.54%	12	0.1851
25	Massachusetts	1992	George Bush	J. Danforth Quayle	Republican	"805,049"	29.03%	0	-9.9999
26	Michigan	1992	William Clinton	Albert Gore Jr.	Democratic	"1,871,182"	43.77%	18	0.0739
26	Michigan	1992	George Bush	J. Danforth Quayle	Republican	"1,554,940"	36.38%	0	-9.9999
27	Minnesota	1992	William Clinton	Albert Gore Jr.	Democratic	"1,020,997"	43.48%	10	0.1163
27	Minnesota	1992	George Bush	J. Danforth Quayle	Republican	"747,841"	31.85%	0	-9.9999
28	Mississippi	1992	William Clinton	Albert Gore Jr.	Democratic	"400,258"	40.77%	0	-0.0891
28	Mississippi	1992	George Bush	J. Danforth Quayle	Republican	"487,793"	49.68%	7	-9.9999
29	Missouri	1992	William Clinton	Albert Gore Jr.	Democratic	"1,053,873"	44.07%	11	0.1015
29	Missouri	1992	George Bush	J. Danforth Quayle	Republican	"811,159"	33.92%	0	-9.9999
30	Montana	1992	William Clinton	Albert Gore Jr.	Democratic	"154,507"	37.63%	3	0.0251
30	Montana	1992	George Bush	J. Danforth Quayle	Republican	"144,207"	35.12%	0	-9.9999
31	Nebraska	1992	William Clinton	Albert Gore Jr.	Democratic	"217,344"	29.40%	0	-0.1718
31	Nebraska	1992	George Bush	J. Danforth Quayle	Republican	"344,346"	46.58%	5	-9.9999
32	Nevada	1992	William Clinton	Albert Gore Jr.	Democratic	"189,148"	37.36%	4	0.0263
32	Nevada	1992	George Bush	J. Danforth Quayle	Republican	"175,828"	34.73%	0	-9.9999
33	New Hampshire	1992	William Clinton	Albert Gore Jr.	Democratic	"209,040"	38.86%	4	0.0122
33	New Hampshire	1992	George Bush	J. Danforth Quayle	Republican	"202,484"	37.64%	0	-9.9999
34	New Jersey	1992	William Clinton	Albert Gore Jr.	Democratic	"1,436,206"	42.95%	15	0.0237
34	New Jersey	1992	George Bush	J. Danforth Quayle	Republican	"1,356,865"	40.58%	0	-9.9999
35	New Mexico	1992	William Clinton	Albert Gore Jr.	Democratic	"261,617"	45.90%	5	0.0856
35	New Mexico	1992	George Bush	J. Danforth Quayle	Republican	"212,824"	37.34%	0	-9.9999
36	New York	1992	William Clinton	Albert Gore Jr.	Democratic	"3,444,450"	49.73%	33	0.1585
36	New York	1992	George Bush	J. Danforth Quayle	Republican	"2,346,649"	33.88%	0	-9.9999
37	North Carolina	1992	William Clinton	Albert Gore Jr.	Democratic	"1,114,042"	42.65%	0	-0.0079
37	North Carolina	1992	George Bush	J. Danforth Quayle	Republican	"1,134,661"	43.44%	14	-9.9999
38	North Dakota	1992	William Clinton	Albert Gore Jr.	Democratic	"99,168"	32.18%	0	-0.1204
38	North Dakota	1992	George Bush	J. Danforth Quayle	Republican	"136,244"	44.22%	3	-9.9999
39	Ohio	1992	William Clinton	Albert Gore Jr.	Democratic	"1,984,942"	40.18%	21	0.0183
39	Ohio	1992	George Bush	J. Danforth Quayle	Republican	"1,894,310"	38.35%	0	-9.9999
40	Oklahoma	1992	William Clinton	Albert Gore Jr.	Democratic	"473,066"	34.02%	0	-0.0863
40	Oklahoma	1992	George Bush	J. Danforth Quayle	Republican	"592,929"	42.65%	8	-9.9999
41	Oregon	1992	William Clinton	Albert Gore Jr.	Democratic	"621,314"	42.48%	7	0.0995
41	Oregon	1992	George Bush	J. Danforth Quayle	Republican	"475,757"	32.53%	0	-9.9999
42	Pennsylvania	1992	William Clinton	Albert Gore Jr.	Democratic	"2,239,164"	45.15%	23	0.0902
42	Pennsylvania	1992	George Bush	J. Danforth Quayle	Republican	"1,791,841"	36.13%	0	-9.9999
44	Rhode Island	1992	William Clinton	Albert Gore Jr.	Democratic	"213,299"	47.04%	4	0.1802
44	Rhode Island	1992	George Bush	J. Danforth Quayle	Republican	"131,601"	29.02%	0	-9.9999
45	South Carolina	1992	William Clinton	Albert Gore Jr.	Democratic	"479,514"	39.88%	0	-0.0814
45	South Carolina	1992	George Bush	J. Danforth Quayle	Republican	"577,507"	48.02%	8	-9.9999
46	South Dakota	1992	William Clinton	Albert Gore Jr.	Democratic	"124,888"	37.14%	0	-0.0352
46	South Dakota	1992	George Bush	J. Danforth Quayle	Republican	"136,718"	40.66%	3	-9.9999
47	Tennessee	1992	William Clinton	Albert Gore Jr.	Democratic	"933,521"	47.08%	11	0.0465
47	Tennessee	1992	George Bush	J. Danforth Quayle	Republican	"841,300"	42.43%	0	-9.9999
48	Texas	1992	William Clinton	Albert Gore Jr.	Democratic	"2,281,815"	37.08%	0	-0.0348
48	Texas	1992	George Bush	J. Danforth Quayle	Republican	"2,496,071"	40.56%	32	-9.9999
49	Utah	1992	William Clinton	Albert Gore Jr.	Democratic	"183,429"	24.65%	0	-0.4605
49	Utah	1992	George Bush	J. Danforth Quayle	Republican	"526,032"	70.70%	0	-9.9999
50	Vermont	1992	William Clinton	Albert Gore Jr.	Democratic	"133,592"	46.11%	3	0.1569
50	Vermont	1992	George Bush	J. Danforth Quayle	Republican	"88,122"	30.42%	0	-9.9999
51	Virginia	1992	William Clinton	Albert Gore Jr.	Democratic	"1,038,650"	40.59%	0	-0.0438
51	Virginia	1992	George Bush	J. Danforth Quayle	Republican	"1,150,517"	44.97%	13	-9.9999
53	Washington	1992	William Clinton	Albert Gore Jr.	Democratic	"993,037"	43.40%	11	0.1144
53	Washington	1992	George Bush	J. Danforth Quayle	Republican	"731,234"	31.96%	0	-9.9999
54	West Virginia	1992	William Clinton	Albert Gore Jr.	Democratic	"331,001"	48.41%	5	0.1302
54	West Virginia	1992	George Bush	J. Danforth Quayle	Republican	"241,974"	35.39%	0	-9.9999
55	Wisconsin	1992	William Clinton	Albert Gore Jr.	Democratic	"1,041,066"	41.13%	11	0.0435
55	Wisconsin	1992	George Bush	J. Danforth Quayle	Republican	"930,855"	36.78%	0	-9.9999
56	Wyoming	1992	William Clinton	Albert Gore Jr.	Democratic	"68,160"	33.97%	0	-0.0558
56	Wyoming	1992	George Bush	J. Danforth Quayle	Republican	"79,347"	39.55%	3	-9.9999
1	Alabama	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"549,506"	39.86%	0	-0.1931
1	Alabama	1988	George Bush	J. Danforth Quayle	Republican	"815,576"	59.17%	9	-9.9999
2	Alaska	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"72,584"	36.27%	0	-0.2332
2	Alaska	1988	George Bush	J. Danforth Quayle	Republican	"119,251"	59.59%	3	-9.9999
4	Arizona	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"454,029"	38.74%	0	-0.2121
4	Arizona	1988	George Bush	J. Danforth Quayle	Republican	"702,541"	59.95%	7	-9.9999
5	Arkansas	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"349,237"	42.19%	0	-0.1418
5	Arkansas	1988	George Bush	J. Danforth Quayle	Republican	"466,578"	56.37%	6	-9.9999
6	California	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"4,702,233"	47.56%	0	-0.0357
6	California	1988	George Bush	J. Danforth Quayle	Republican	"5,054,917"	51.13%	47	-9.9999
8	Colorado	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"621,453"	45.28%	0	-0.0778
8	Colorado	1988	George Bush	J. Danforth Quayle	Republican	"728,177"	53.06%	8	-9.9999
9	Connecticut	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"676,584"	46.87%	0	-0.0511
9	Connecticut	1988	George Bush	J. Danforth Quayle	Republican	"750,241"	51.98%	8	-9.9999
10	Delaware	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"108,647"	43.48%	0	-0.124
10	Delaware	1988	George Bush	J. Danforth Quayle	Republican	"139,639"	55.88%	3	-9.9999
11	District of Columbia	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"159,407"	82.65%	3	0.6835
11	District of Columbia	1988	George Bush	J. Danforth Quayle	Republican	"27,590"	14.30%	0	-9.9999
12	Florida	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,656,701"	38.51%	0	-0.2236
12	Florida	1988	George Bush	J. Danforth Quayle	Republican	"2,618,885"	60.87%	21	-9.9999
13	Georgia	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"714,792"	39.50%	0	-0.2025
13	Georgia	1988	George Bush	J. Danforth Quayle	Republican	"1,081,331"	59.75%	12	-9.9999
15	Hawaii	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"192,364"	54.27%	4	0.0952
15	Hawaii	1988	George Bush	J. Danforth Quayle	Republican	"158,625"	44.75%	0	-9.9999
16	Idaho	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"147,272"	36.01%	0	-0.2607
16	Idaho	1988	George Bush	J. Danforth Quayle	Republican	"253,881"	62.08%	4	-9.9999
17	Illinois	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"2,215,940"	48.60%	0	-0.0209
17	Illinois	1988	George Bush	J. Danforth Quayle	Republican	"2,310,939"	50.69%	24	-9.9999
18	Indiana	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"860,643"	39.69%	0	-0.2015
18	Indiana	1988	George Bush	J. Danforth Quayle	Republican	"1,297,763"	59.84%	12	-9.9999
19	Iowa	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"670,557"	54.71%	8	0.1021
19	Iowa	1988	George Bush	J. Danforth Quayle	Republican	"545,355"	44.50%	0	-9.9999
20	Kansas	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"422,636"	42.56%	0	-0.1323
20	Kansas	1988	George Bush	J. Danforth Quayle	Republican	"554,049"	55.79%	7	-9.9999
21	Kentucky	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"580,368"	43.88%	0	-0.1164
21	Kentucky	1988	George Bush	J. Danforth Quayle	Republican	"734,281"	55.52%	9	-9.9999
22	Louisiana	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"717,460"	44.06%	0	-0.1021
22	Louisiana	1988	George Bush	J. Danforth Quayle	Republican	"883,702"	54.27%	10	-9.9999
23	Maine	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"243,569"	43.88%	0	-0.1146
23	Maine	1988	George Bush	J. Danforth Quayle	Republican	"307,131"	55.34%	4	-9.9999
24	Maryland	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"826,304"	48.20%	0	-0.0291
24	Maryland	1988	George Bush	J. Danforth Quayle	Republican	"876,167"	51.11%	10	-9.9999
25	Massachusetts	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,401,406"	53.23%	13	0.0785
25	Massachusetts	1988	George Bush	J. Danforth Quayle	Republican	"1,194,644"	45.38%	0	-9.9999
26	Michigan	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,675,783"	45.67%	0	-0.079
26	Michigan	1988	George Bush	J. Danforth Quayle	Republican	"1,965,486"	53.57%	20	-9.9999
27	Minnesota	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,109,471"	52.91%	10	0.0701
27	Minnesota	1988	George Bush	J. Danforth Quayle	Republican	"962,337"	45.90%	0	-9.9999
28	Mississippi	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"363,921"	39.07%	0	-0.2082
28	Mississippi	1988	George Bush	J. Danforth Quayle	Republican	"557,890"	59.89%	7	-9.9999
29	Missouri	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,001,619"	47.85%	0	-0.0398
29	Missouri	1988	George Bush	J. Danforth Quayle	Republican	"1,084,953"	51.83%	11	-9.9999
30	Montana	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"168,936"	46.20%	0	-0.0587
30	Montana	1988	George Bush	J. Danforth Quayle	Republican	"190,412"	52.07%	4	-9.9999
31	Nebraska	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"259,646"	39.20%	0	-0.2095
31	Nebraska	1988	George Bush	J. Danforth Quayle	Republican	"398,447"	60.15%	5	-9.9999
32	Nevada	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"132,738"	37.92%	0	-0.2094
32	Nevada	1988	George Bush	J. Danforth Quayle	Republican	"206,040"	58.86%	4	-9.9999
33	New Hampshire	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"163,696"	36.33%	0	-0.2616
33	New Hampshire	1988	George Bush	J. Danforth Quayle	Republican	"281,537"	62.49%	4	-9.9999
34	New Jersey	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,320,352"	42.60%	0	-0.1364
34	New Jersey	1988	George Bush	J. Danforth Quayle	Republican	"1,743,192"	56.24%	16	-9.9999
35	New Mexico	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"244,497"	46.90%	0	-0.0496
35	New Mexico	1988	George Bush	J. Danforth Quayle	Republican	"270,341"	51.86%	5	-9.9999
36	New York	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"3,347,882"	51.62%	36	0.041
36	New York	1988	George Bush	J. Danforth Quayle	Republican	"3,081,871"	47.52%	0	-9.9999
37	North Carolina	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"890,167"	41.71%	0	-0.1626
37	North Carolina	1988	George Bush	J. Danforth Quayle	Republican	"1,237,258"	57.97%	13	-9.9999
38	North Dakota	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"127,739"	42.97%	0	-0.1306
38	North Dakota	1988	George Bush	J. Danforth Quayle	Republican	"166,559"	56.03%	3	-9.9999
39	Ohio	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,939,629"	44.15%	0	-0.1085
39	Ohio	1988	George Bush	J. Danforth Quayle	Republican	"2,416,549"	55.00%	23	-9.9999
40	Oklahoma	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"483,423"	41.28%	0	-0.1665
40	Oklahoma	1988	George Bush	J. Danforth Quayle	Republican	"678,367"	57.93%	8	-9.9999
41	Oregon	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"616,206"	51.28%	7	0.0467
41	Oregon	1988	George Bush	J. Danforth Quayle	Republican	"560,126"	46.61%	0	-9.9999
42	Pennsylvania	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"2,194,944"	48.39%	0	-0.0231
42	Pennsylvania	1988	George Bush	J. Danforth Quayle	Republican	"2,300,087"	50.70%	25	-9.9999
44	Rhode Island	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"225,123"	55.64%	4	0.1171
44	Rhode Island	1988	George Bush	J. Danforth Quayle	Republican	"177,761"	43.93%	0	-9.9999
45	South Carolina	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"370,554"	37.58%	0	-0.2392
45	South Carolina	1988	George Bush	J. Danforth Quayle	Republican	"606,443"	61.50%	8	-9.9999
46	South Dakota	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"145,560"	46.51%	0	-0.0634
46	South Dakota	1988	George Bush	J. Danforth Quayle	Republican	"165,415"	52.85%	3	-9.9999
47	Tennessee	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"679,794"	41.55%	0	-0.1634
47	Tennessee	1988	George Bush	J. Danforth Quayle	Republican	"947,233"	57.89%	11	-9.9999
48	Texas	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"2,352,748"	43.35%	0	-0.126
48	Texas	1988	George Bush	J. Danforth Quayle	Republican	"3,036,829"	55.95%	29	-9.9999
49	Utah	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"207,343"	32.05%	0	-0.3417
49	Utah	1988	George Bush	J. Danforth Quayle	Republican	"428,442"	66.22%	5	-9.9999
50	Vermont	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"115,775"	47.58%	0	-0.0352
50	Vermont	1988	George Bush	J. Danforth Quayle	Republican	"124,331"	51.10%	3	-9.9999
51	Virginia	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"859,799"	39.23%	0	-0.2051
51	Virginia	1988	George Bush	J. Danforth Quayle	Republican	"1,309,162"	59.74%	12	-9.9999
53	Washington	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"933,516"	50.05%	10	0.0159
53	Washington	1988	George Bush	J. Danforth Quayle	Republican	"903,835"	48.46%	0	-9.9999
54	West Virginia	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"341,016"	52.20%	5	0.0474
54	West Virginia	1988	George Bush	J. Danforth Quayle	Republican	"310,065"	47.46%	0	-9.9999
55	Wisconsin	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"1,126,794"	51.41%	11	0.0361
55	Wisconsin	1988	George Bush	J. Danforth Quayle	Republican	"1,047,499"	47.80%	0	-9.9999
56	Wyoming	1988	Michael Dukakis	Lloyd Bentsen	Democratic	"67,113"	38.01%	0	-0.2252
56	Wyoming	1988	George Bush	J. Danforth Quayle	Republican	"106,867"	60.53%	3	-9.9999
1	Alabama	1984	Walter Mondale	Geraldine Ferraro	Democratic	"551,899"	38.28%	0	-0.2226
1	Alabama	1984	Ronald Reagan	George Bush	Republican	"872,849"	60.54%	9	-9.9999
2	Alaska	1984	Walter Mondale	Geraldine Ferraro	Democratic	"62,007"	29.87%	0	-0.3678
2	Alaska	1984	Ronald Reagan	George Bush	Republican	"138,377"	66.65%	3	-9.9999
4	Arizona	1984	Walter Mondale	Geraldine Ferraro	Democratic	"333,854"	32.54%	0	-0.3388
4	Arizona	1984	Ronald Reagan	George Bush	Republican	"681,416"	66.42%	7	-9.9999
5	Arkansas	1984	Walter Mondale	Geraldine Ferraro	Democratic	"338,646"	38.29%	0	-0.2218
5	Arkansas	1984	Ronald Reagan	George Bush	Republican	"534,774"	60.47%	6	-9.9999
6	California	1984	Walter Mondale	Geraldine Ferraro	Democratic	"3,922,519"	41.27%	0	-0.1624
6	California	1984	Ronald Reagan	George Bush	Republican	"5,467,009"	57.51%	47	-9.9999
8	Colorado	1984	Walter Mondale	Geraldine Ferraro	Democratic	"454,974"	35.12%	0	-0.2832
8	Colorado	1984	Ronald Reagan	George Bush	Republican	"821,818"	63.44%	8	-9.9999
9	Connecticut	1984	Walter Mondale	Geraldine Ferraro	Democratic	"569,597"	38.83%	0	-0.219
9	Connecticut	1984	Ronald Reagan	George Bush	Republican	"890,877"	60.73%	8	-9.9999
10	Delaware	1984	Walter Mondale	Geraldine Ferraro	Democratic	"101,656"	39.93%	0	-0.1985
10	Delaware	1984	Ronald Reagan	George Bush	Republican	"152,190"	59.78%	3	-9.9999
11	District of Columbia	1984	Walter Mondale	Geraldine Ferraro	Democratic	"180,408"	85.38%	3	0.7165
11	District of Columbia	1984	Ronald Reagan	George Bush	Republican	"29,009"	13.73%	0	-9.9999
12	Florida	1984	Walter Mondale	Geraldine Ferraro	Democratic	"1,448,816"	34.66%	0	-0.3066
12	Florida	1984	Ronald Reagan	George Bush	Republican	"2,730,350"	65.32%	21	-9.9999
13	Georgia	1984	Walter Mondale	Geraldine Ferraro	Democratic	"706,628"	39.79%	0	-0.2038
13	Georgia	1984	Ronald Reagan	George Bush	Republican	"1,068,722"	60.17%	12	-9.9999
15	Hawaii	1984	Walter Mondale	Geraldine Ferraro	Democratic	"147,154"	43.82%	0	-0.1128
15	Hawaii	1984	Ronald Reagan	George Bush	Republican	"185,050"	55.10%	4	-9.9999
16	Idaho	1984	Walter Mondale	Geraldine Ferraro	Democratic	"108,510"	26.39%	0	-0.4597
16	Idaho	1984	Ronald Reagan	George Bush	Republican	"297,523"	72.36%	4	-9.9999
17	Illinois	1984	Walter Mondale	Geraldine Ferraro	Democratic	"2,086,499"	43.30%	0	-0.1287
17	Illinois	1984	Ronald Reagan	George Bush	Republican	"2,707,103"	56.17%	24	-9.9999
18	Indiana	1984	Walter Mondale	Geraldine Ferraro	Democratic	"841,481"	37.68%	0	-0.2399
18	Indiana	1984	Ronald Reagan	George Bush	Republican	"1,377,230"	61.67%	12	-9.9999
19	Iowa	1984	Walter Mondale	Geraldine Ferraro	Democratic	"605,620"	45.89%	0	-0.0738
19	Iowa	1984	Ronald Reagan	George Bush	Republican	"703,088"	53.27%	8	-9.9999
20	Kansas	1984	Walter Mondale	Geraldine Ferraro	Democratic	"333,149"	32.60%	0	-0.3367
20	Kansas	1984	Ronald Reagan	George Bush	Republican	"677,296"	66.27%	7	-9.9999
21	Kentucky	1984	Walter Mondale	Geraldine Ferraro	Democratic	"539,589"	39.37%	0	-0.2067
21	Kentucky	1984	Ronald Reagan	George Bush	Republican	"822,782"	60.04%	9	-9.9999
22	Louisiana	1984	Walter Mondale	Geraldine Ferraro	Democratic	"651,586"	38.18%	0	-0.2259
22	Louisiana	1984	Ronald Reagan	George Bush	Republican	"1,037,299"	60.77%	10	-9.9999
23	Maine	1984	Walter Mondale	Geraldine Ferraro	Democratic	"214,515"	38.78%	0	-0.2205
23	Maine	1984	Ronald Reagan	George Bush	Republican	"336,500"	60.83%	4	-9.9999
24	Maryland	1984	Walter Mondale	Geraldine Ferraro	Democratic	"787,935"	47.02%	0	-0.0549
24	Maryland	1984	Ronald Reagan	George Bush	Republican	"879,918"	52.51%	10	-9.9999
25	Massachusetts	1984	Walter Mondale	Geraldine Ferraro	Democratic	"1,239,606"	48.43%	0	-0.0279
25	Massachusetts	1984	Ronald Reagan	George Bush	Republican	"1,310,936"	51.22%	13	-9.9999
26	Michigan	1984	Walter Mondale	Geraldine Ferraro	Democratic	"1,529,638"	40.24%	0	-0.1899
26	Michigan	1984	Ronald Reagan	George Bush	Republican	"2,251,571"	59.23%	20	-9.9999
27	Minnesota	1984	Walter Mondale	Geraldine Ferraro	Democratic	"1,036,364"	49.72%	10	0.0018
27	Minnesota	1984	Ronald Reagan	George Bush	Republican	"1,032,603"	49.54%	0	-9.9999
28	Mississippi	1984	Walter Mondale	Geraldine Ferraro	Democratic	"352,192"	37.46%	0	-0.2439
28	Mississippi	1984	Ronald Reagan	George Bush	Republican	"581,477"	61.85%	7	-9.9999
29	Missouri	1984	Walter Mondale	Geraldine Ferraro	Democratic	"848,583"	39.98%	0	-0.2004
29	Missouri	1984	Ronald Reagan	George Bush	Republican	"1,274,188"	60.02%	11	-9.9999
30	Montana	1984	Walter Mondale	Geraldine Ferraro	Democratic	"146,742"	38.18%	0	-0.2229
30	Montana	1984	Ronald Reagan	George Bush	Republican	"232,450"	60.47%	4	-9.9999
31	Nebraska	1984	Walter Mondale	Geraldine Ferraro	Democratic	"187,866"	28.81%	0	-0.4174
31	Nebraska	1984	Ronald Reagan	George Bush	Republican	"460,054"	70.55%	5	-9.9999
32	Nevada	1984	Walter Mondale	Geraldine Ferraro	Democratic	"91,655"	31.97%	0	-0.3388
32	Nevada	1984	Ronald Reagan	George Bush	Republican	"188,770"	65.85%	4	-9.9999
33	New Hampshire	1984	Walter Mondale	Geraldine Ferraro	Democratic	"120,395"	30.95%	0	-0.3771
33	New Hampshire	1984	Ronald Reagan	George Bush	Republican	"267,051"	68.66%	4	-9.9999
34	New Jersey	1984	Walter Mondale	Geraldine Ferraro	Democratic	"1,261,323"	39.20%	0	-0.2089
34	New Jersey	1984	Ronald Reagan	George Bush	Republican	"1,933,630"	60.09%	16	-9.9999
35	New Mexico	1984	Walter Mondale	Geraldine Ferraro	Democratic	"201,769"	39.23%	0	-0.2047
35	New Mexico	1984	Ronald Reagan	George Bush	Republican	"307,101"	59.70%	5	-9.9999
36	New York	1984	Walter Mondale	Geraldine Ferraro	Democratic	"3,119,609"	45.83%	0	-0.0801
36	New York	1984	Ronald Reagan	George Bush	Republican	"3,664,763"	53.84%	36	-9.9999
37	North Carolina	1984	Walter Mondale	Geraldine Ferraro	Democratic	"824,287"	37.89%	0	-0.2401
37	North Carolina	1984	Ronald Reagan	George Bush	Republican	"1,346,481"	61.90%	13	-9.9999
38	North Dakota	1984	Walter Mondale	Geraldine Ferraro	Democratic	"104,429"	33.80%	0	-0.3104
38	North Dakota	1984	Ronald Reagan	George Bush	Republican	"200,336"	64.84%	3	-9.9999
39	Ohio	1984	Walter Mondale	Geraldine Ferraro	Democratic	"1,825,440"	40.14%	0	-0.1876
39	Ohio	1984	Ronald Reagan	George Bush	Republican	"2,678,560"	58.90%	23	-9.9999
40	Oklahoma	1984	Walter Mondale	Geraldine Ferraro	Democratic	"385,080"	30.67%	0	-0.3794
40	Oklahoma	1984	Ronald Reagan	George Bush	Republican	"861,530"	68.61%	8	-9.9999
41	Oregon	1984	Walter Mondale	Geraldine Ferraro	Democratic	"536,479"	43.74%	0	-0.1217
41	Oregon	1984	Ronald Reagan	George Bush	Republican	"685,700"	55.91%	7	-9.9999
42	Pennsylvania	1984	Walter Mondale	Geraldine Ferraro	Democratic	"2,228,131"	45.99%	0	-0.0735
42	Pennsylvania	1984	Ronald Reagan	George Bush	Republican	"2,584,323"	53.34%	25	-9.9999
44	Rhode Island	1984	Walter Mondale	Geraldine Ferraro	Democratic	"197,106"	48.02%	0	-0.0364
44	Rhode Island	1984	Ronald Reagan	George Bush	Republican	"212,080"	51.66%	4	-9.9999
45	South Carolina	1984	Walter Mondale	Geraldine Ferraro	Democratic	"344,470"	35.57%	0	-0.2798
45	South Carolina	1984	Ronald Reagan	George Bush	Republican	"615,539"	63.55%	8	-9.9999
46	South Dakota	1984	Walter Mondale	Geraldine Ferraro	Democratic	"116,113"	36.53%	0	-0.2647
46	South Dakota	1984	Ronald Reagan	George Bush	Republican	"200,267"	63.00%	3	-9.9999
47	Tennessee	1984	Walter Mondale	Geraldine Ferraro	Democratic	"711,714"	41.57%	0	-0.1627
47	Tennessee	1984	Ronald Reagan	George Bush	Republican	"990,212"	57.84%	11	-9.9999
48	Texas	1984	Walter Mondale	Geraldine Ferraro	Democratic	"1,949,276"	36.11%	0	-0.275
